date,Adj Close,Close,High,Low,Open,Volume
27-04-2023,43000.85156,43000.85156,43043.39844,42736.60156,42753.89844,181400
28-04-2023,43233.89844,43233.89844,43302.05078,42810.35156,43045.5,238700
02-05-2023,43352.10156,43352.10156,43483.85156,43269.39844,43395.05078,241600
03-05-2023,43312.69922,43312.69922,43354.94922,43078.14844,43154.85156,175900
04-05-2023,43685.44922,43685.44922,43739.80078,43213.94922,43236.10156,175400
05-05-2023,42661.19922,42661.19922,43588,42582.19922,43110.64844,251200
08-05-2023,43284,43284,43418.55078,42780.30078,42796.85156,223400
09-05-2023,43198.14844,43198.14844,43533.25,43125.85156,43438.55078,229000
10-05-2023,43331.05078,43331.05078,43383.64844,42822.14844,43275.25,249100
11-05-2023,43475.30078,43475.30078,43774.25,43367.25,43535.10156,190700
12-05-2023,43793.55078,43793.55078,43905.94922,43347.75,43447.14844,144900
15-05-2023,44072.10156,44072.10156,44151.69922,43666.60156,43821.05078,161300
16-05-2023,43903.69922,43903.69922,44144.14844,43815.69922,44144.14844,222500
17-05-2023,43698.69922,43698.69922,43992.75,43446.39844,43948.5,203600
18-05-2023,43752.30078,43752.30078,44079.19922,43673.69922,44006.89844,226500
19-05-2023,43969.39844,43969.39844,44020.89844,43531.89844,43930,192000
22-05-2023,43885.10156,43885.10156,44026.75,43684.89844,43935.30078,183800
23-05-2023,43954.44922,43954.44922,44095.25,43852.19922,43978.89844,142000
24-05-2023,43677.85156,43677.85156,44010.44922,43639.80078,43751.94922,148600
25-05-2023,43681.39844,43681.39844,43719.85156,43390.30078,43630.25,170200
26-05-2023,44018,44018,44067.60156,43588.80078,43765.35156,143200
29-05-2023,44311.89844,44311.89844,44483.35156,44193.94922,44276.80078,148600
30-05-2023,44436.35156,44436.35156,44498.60156,44207.5,44277.35156,157600
31-05-2023,44128.14844,44128.14844,44339.05078,43822.69922,44318,305700
01-06-2023,43790.19922,43790.19922,44179.94922,43706.14844,44172.05078,182900
02-06-2023,43937.85156,43937.85156,44088.89844,43812.55078,43997.30078,123900
05-06-2023,44101.64844,44101.64844,44266.14844,44074.19922,44103.25,124500
06-06-2023,44164.55078,44164.55078,44236.19922,44009.69922,44156.69922,123600
07-06-2023,44275.30078,44275.30078,44346.30078,44143.5,44318.69922,119200
08-06-2023,43995.25,43995.25,44459.25,43917.89844,44208.30078,160200
09-06-2023,43989,43989,44220.10156,43932.60156,44045.75,132300
12-06-2023,43944.19922,43944.19922,44124.94922,43874.05078,44035.19922,91400
13-06-2023,44079.85156,44079.85156,44138.14844,43889.69922,43889.69922,160000
14-06-2023,43988,43988,44212.35156,43956.14844,44181.64844,154600
15-06-2023,43443.60156,43443.60156,44077.44922,43397.5,44054.35156,228200
16-06-2023,43938.14844,43938.14844,44083.25,43536.94922,43583.35156,234700
19-06-2023,43633.75,43633.75,44040.35156,43501.39844,44015.30078,234900
20-06-2023,43766.5,43766.5,43823.94922,43345.94922,43597.55078,161900
21-06-2023,43859.19922,43859.19922,43946.69922,43698.94922,43894.39844,180000
22-06-2023,43724.85156,43724.85156,44042.14844,43663.35156,43874.80078,263800
23-06-2023,43622.89844,43622.89844,43824.10156,43519.55078,43641.60156,161300
26-06-2023,43641.05078,43641.05078,43773.10156,43541.75,43714.75,120700
27-06-2023,44121.5,44121.5,44194.64844,43693.14844,43804.55078,137300
28-06-2023,44327.80078,44327.80078,44508.39844,44163.19922,44419.5,243800
30-06-2023,44747.35156,44747.35156,44787.10156,44447.19922,44666,191300
03-07-2023,45158.10156,45158.10156,45353.19922,44882.10156,44957.94922,228200
04-07-2023,45301.44922,45301.44922,45655.5,45000.25,45310.55078,463000
05-07-2023,45151.80078,45151.80078,45418.89844,45073.39844,45169.69922,366300
06-07-2023,45339.89844,45339.89844,45417.5,45042.60156,45060.55078,244900
07-07-2023,44925,44925,45227.25,44844.80078,45118.05078,220900
10-07-2023,44860.85156,44860.85156,45184.30078,44721.89844,44958.64844,220900
11-07-2023,44745.05078,44745.05078,45139.55078,44663.05078,44998,209000
12-07-2023,44639.44922,44639.44922,44937.25,44562.39844,44872.60156,233100
13-07-2023,44665.05078,44665.05078,45085.14844,44612.19922,45009.30078,336800
14-07-2023,44819.30078,44819.30078,44923.85156,44547.80078,44860.64844,196300
17-07-2023,45449.75,45449.75,45556.44922,44695.05078,44951.19922,245900
18-07-2023,45410.85156,45410.85156,45905.85156,45281.30078,45754.80078,307300
19-07-2023,45669.30078,45669.30078,45707.39844,45433,45622.5,261100
20-07-2023,46186.89844,46186.89844,46256.19922,45640.94922,45689.05078,315200
21-07-2023,46075.19922,46075.19922,46369.5,45925.89844,46063.94922,235600
24-07-2023,45923.05078,45923.05078,46191.5,45858.75,46131.89844,225800
25-07-2023,45845,45845,46156.10156,45622.85156,46154.69922,228100
26-07-2023,46062.35156,46062.35156,46096.60156,45804.69922,45935.14844,298400
27-07-2023,45679.30078,45679.30078,46310.10156,45570.64844,46285.85156,320400
28-07-2023,45468.10156,45468.10156,45727.75,45238.80078,45560.89844,194700
31-07-2023,45651.10156,45651.10156,45694.89844,45359.75,45546.35156,247900
01-08-2023,45592.5,45592.5,45782.75,45471.05078,45740,175200
02-08-2023,44995.69922,44995.69922,45404.89844,44720.89844,45234.64844,233600
03-08-2023,44513.44922,44513.44922,45038.44922,44279.39844,44862.85156,245800
04-08-2023,44879.5,44879.5,45118.05078,44520.55078,44754.75,245200
07-08-2023,44837.5,44837.5,45011.35156,44773.85156,44993.69922,200800
08-08-2023,44964.44922,44964.44922,45096.85156,44817.85156,44888.94922,229400
09-08-2023,44880.69922,44880.69922,44975,44533.75,44973.44922,177300
10-08-2023,44541.80078,44541.80078,44980.35156,44418.39844,44797.64844,232000
11-08-2023,44199.10156,44199.10156,44571.25,44120.89844,44568.14844,196900
14-08-2023,44090.94922,44090.94922,44212.75,43776.89844,44066.60156,172300
16-08-2023,43946.39844,43946.39844,44002.80078,43600.35156,43726.25,0
17-08-2023,43891.35156,43891.35156,44071.85156,43745.10156,43897.25,266400
18-08-2023,43851.05078,43851.05078,43957.64844,43672.44922,43724.75,167600
21-08-2023,44002,44002,44113.80078,43862,43952.85156,126300
22-08-2023,43993.25,43993.25,44151.30078,43938.69922,44125,160700
23-08-2023,44479.05078,44479.05078,44521.64844,43952.05078,44064.5,212400
24-08-2023,44496.19922,44496.19922,44949.89844,44433.75,44704.19922,220400
25-08-2023,44231.44922,44231.44922,44359.10156,43983.75,44276.19922,152500
28-08-2023,44494.64844,44494.64844,44610.39844,44201.44922,44253.64844,163000
29-08-2023,44495.25,44495.25,44673,44429.80078,44655.75,140300
30-08-2023,44232.60156,44232.60156,44779.64844,44149.80078,44706.55078,153100
31-08-2023,43989.14844,43989.14844,44399.64844,43895.05078,44265.85156,705100
01-09-2023,44436.10156,44436.10156,44568.55078,43830.75,43996.10156,320800
04-09-2023,44578.30078,44578.30078,44656.05078,44310.94922,44647.64844,238600
05-09-2023,44532.14844,44532.14844,44668.69922,44401.69922,44625.05078,225500
06-09-2023,44409.10156,44409.10156,44577,44207.25,44494.64844,252000
07-09-2023,44878.35156,44878.35156,44915.55078,44341.19922,44418.05078,169100
08-09-2023,45156.39844,45156.39844,45383.35156,44812.14844,44953.64844,179100
11-09-2023,45570.69922,45570.69922,45636.19922,45231.30078,45340.80078,228100
12-09-2023,45511.35156,45511.35156,45893.80078,45322.55078,45893.80078,271400
13-09-2023,45909.44922,45909.44922,45990.5,45299.39844,45449.35156,441700
14-09-2023,46000.85156,46000.85156,46153.89844,45801.5,46013.30078,238600
15-09-2023,46231.5,46231.5,46310.39844,46028.75,46122.14844,278400
18-09-2023,45979.85156,45979.85156,46252.94922,45906.89844,46100.94922,348800
20-09-2023,45384.60156,45384.60156,45745.14844,45276.39844,45493.69922,334000
21-09-2023,44623.85156,44623.85156,45276.80078,44592.44922,45179.60156,257700
22-09-2023,44612.05078,44612.05078,44996.75,44548.89844,44707.35156,249400
25-09-2023,44766.10156,44766.10156,44936.55078,44400.89844,44615,266500
26-09-2023,44624.19922,44624.19922,44773.80078,44532.44922,44722.5,188500
27-09-2023,44588.30078,44588.30078,44668,44182.5,44465.89844,221900
28-09-2023,44300.94922,44300.94922,44756.80078,44248.19922,44700.35156,389900
29-09-2023,44584.55078,44584.55078,44755.05078,44344.89844,44445.35156,156000
03-10-2023,44399.05078,44399.05078,44566.30078,44243.10156,44561.5,192600
04-10-2023,43964.05078,43964.05078,44161.35156,43857.5,44108.14844,310300
05-10-2023,44213.35156,44213.35156,44391.85156,44108.30078,44181.35156,243400
06-10-2023,44360.60156,44360.60156,44500.69922,44242.94922,44395.39844,157500
09-10-2023,43886.5,43886.5,44113.19922,43796.75,44057.80078,162300
10-10-2023,44360.14844,44360.14844,44487.25,44004.55078,44027.55078,175300
11-10-2023,44516.89844,44516.89844,44710.55078,44411.39844,44554.89844,213700
12-10-2023,44599.19922,44599.19922,44693.05078,44530.05078,44571.55078,112100
13-10-2023,44287.94922,44287.94922,44563.05078,44203.69922,44322.05078,169900
16-10-2023,44225.89844,44225.89844,44356.94922,44044.39844,44204.75,140400
17-10-2023,44409.5,44409.5,44589.85156,44336.94922,44589.80078,120500
18-10-2023,43888.69922,43888.69922,44412.5,43861.44922,44404.19922,217200
19-10-2023,43754.5,43754.5,44058.80078,43558.10156,43616.75,156600
20-10-2023,43723.05078,43723.05078,43877.5,43567.44922,43584.25,152400
23-10-2023,43151.19922,43151.19922,43831.30078,43029.44922,43822.69922,201400
25-10-2023,42832,42832,43397.44922,42758.39844,43308.30078,188300
26-10-2023,42280.14844,42280.14844,42716.19922,42105.39844,42708.39844,307100
27-10-2023,42782,42782,42840.14844,42482.75,42555.60156,213900
30-10-2023,43039.14844,43039.14844,43112.5,42390.5,42721.39844,189000
31-10-2023,42845.94922,42845.94922,43356.85156,42797.14844,43356.85156,157400
01-11-2023,42700.94922,42700.94922,42815.14844,42589.64844,42694.25,145200
02-11-2023,43017.19922,43017.19922,43271.5,42796.44922,43018.69922,144700
03-11-2023,43318.25,43318.25,43416.10156,43221,43318.30078,124100
06-11-2023,43619.39844,43619.39844,43648.69922,43415.19922,43627.75,149900
07-11-2023,43737.89844,43737.89844,43799.35156,43283.85156,43598.85156,198200
08-11-2023,43658.64844,43658.64844,43797.55078,43547.75,43791.80078,163400
09-11-2023,43683.60156,43683.60156,43876.75,43542.64844,43626.10156,108900
10-11-2023,43820.10156,43820.10156,43908.69922,43504.94922,43543.25,90000
13-11-2023,43891.25,43891.25,43970.75,43681.39844,43915.10156,169600
15-11-2023,44201.69922,44201.69922,44408.55078,44164.55078,44398.44922,202500
16-11-2023,44161.55078,44161.55078,44420.94922,44064.14844,44251.69922,144300
17-11-2023,43583.94922,43583.94922,43872.85156,43513.85156,43656.25,227400
20-11-2023,43584.94922,43584.94922,43724,43450.05078,43591.5,124300
21-11-2023,43689.14844,43689.14844,43790.94922,43586.44922,43790.94922,108200
22-11-2023,43449.60156,43449.60156,43692.5,43230.94922,43663.60156,150900
23-11-2023,43577.5,43577.5,43649.64844,43451.35156,43452.75,72300
24-11-2023,43769.10156,43769.10156,43806.5,43566.14844,43607.35156,96800
28-11-2023,43880.94922,43880.94922,43960.30078,43739.80078,43851.55078,151200
29-11-2023,44566.44922,44566.44922,44630.35156,44003.44922,44081.75,152300
30-11-2023,44481.75,44481.75,44764.80078,44254.60156,44711.19922,343200
01-12-2023,44814.19922,44814.19922,44951.10156,44531.75,44580.14844,204900
04-12-2023,46431.39844,46431.39844,46484.44922,45484.19922,45671.5,311200
05-12-2023,47012.25,47012.25,47230.55078,46653.64844,46895.89844,326100
06-12-2023,46834.55078,46834.55078,47259.85156,46750.19922,47256.75,244200
07-12-2023,46841.39844,46841.39844,46927.69922,46507.14844,46735.39844,208100
08-12-2023,47262,47262,47303.64844,46793.89844,46797.19922,218300
11-12-2023,47314.25,47314.25,47588,47186.60156,47233.30078,182500
12-12-2023,47097.55078,47097.55078,47454,47004.05078,47421.69922,182000
13-12-2023,47092.25,47092.25,47201.94922,46886.89844,47190.75,202300
14-12-2023,47732.30078,47732.30078,47943.60156,47510.85156,47567.64844,193100
15-12-2023,48143.55078,48143.55078,48219.94922,47632.85156,47939.89844,313900
18-12-2023,47867.69922,47867.69922,48076.60156,47806.69922,48068.5,157300
19-12-2023,47870.89844,47870.89844,48017,47646.05078,47940.39844,189800
20-12-2023,47445.30078,47445.30078,48166.14844,47202.64844,48085.35156,242500
21-12-2023,47840.14844,47840.14844,47932.39844,46919.69922,47172.44922,208000
22-12-2023,47491.85156,47491.85156,48071.39844,47415.85156,47837.75,165800
26-12-2023,47724.85156,47724.85156,47838.44922,47411.64844,47576.39844,118700
27-12-2023,48282.19922,48282.19922,48347.64844,47806.69922,47818.5,184900
28-12-2023,48508.55078,48508.55078,48636.44922,48343.14844,48479.05078,391100
29-12-2023,48292.25,48292.25,48477.69922,48091.85156,48374.85156,174000
01-01-2024,48234.30078,48234.30078,48450,48044.14844,48203.44922,146900
02-01-2024,47761.64844,47761.64844,48223.55078,47689.80078,48194.80078,183200
03-01-2024,47704.94922,47704.94922,47798.75,47481.35156,47796.30078,233300
04-01-2024,48195.85156,48195.85156,48281.19922,47738.14844,47805.39844,175700
05-01-2024,48159,48159,48381.94922,47822.85156,48245.55078,181000
08-01-2024,47450.25,47450.25,48154.5,47387.35156,48096.64844,231400
09-01-2024,47242.64844,47242.64844,47939.30078,47156.05078,47705.39844,161000
10-01-2024,47360.85156,47360.85156,47423.44922,47010.80078,47073.85156,165200
11-01-2024,47438.35156,47438.35156,47662.10156,47237,47538.60156,132500
12-01-2024,47709.80078,47709.80078,47873.69922,47408.5,47572.69922,191600
15-01-2024,48158.30078,48158.30078,48248.05078,47825.39844,47891.05078,167100
16-01-2024,48125.10156,48125.10156,48305.39844,48002.85156,48109.94922,224500
17-01-2024,46064.44922,46064.44922,47212.75,45979.60156,46573.94922,499600
18-01-2024,45713.55078,45713.55078,46184.05078,45430.69922,45492.75,275000
19-01-2024,45701.14844,45701.14844,46249.85156,45558.05078,46103.5,296600
23-01-2024,45015.05078,45015.05078,46580.30078,44886.10156,46495.44922,422600
24-01-2024,45082.39844,45082.39844,45485.5,44489.39844,44489.39844,348700
25-01-2024,44866.14844,44866.14844,45139.05078,44429,45057.94922,386800
29-01-2024,45442.35156,45442.35156,45660.35156,45110.89844,45171.5,336800
30-01-2024,45367.75,45367.75,45678.69922,45206.05078,45481.5,232100
31-01-2024,45996.80078,45996.80078,46179.75,45071.19922,45295.64844,373100
01-02-2024,46188.64844,46188.64844,46306.89844,45668.35156,46164.89844,305700
02-02-2024,45970.94922,45970.94922,46892.35156,45901.25,46568.19922,337000
05-02-2024,45825.55078,45825.55078,46048.60156,45615.10156,45962.25,265900
06-02-2024,45690.80078,45690.80078,45932.14844,45527,45891.19922,178600
07-02-2024,45818.5,45818.5,46062.85156,45620.5,45944.60156,283700
08-02-2024,45012,45012,46181.19922,44893.75,45973.85156,319900
09-02-2024,45634.55078,45634.55078,45718.14844,44859.14844,44986.75,276000
12-02-2024,44882.25,44882.25,45748.5,44633.85156,45664.30078,268800
13-02-2024,45502.39844,45502.39844,45750.39844,44819.55078,45056.80078,245900
14-02-2024,45908.30078,45908.30078,46170.44922,44860.75,45014.64844,280000
15-02-2024,46218.89844,46218.89844,46297.69922,45590.19922,46027.10156,277700
16-02-2024,46384.85156,46384.85156,46693.39844,46264.39844,46454.30078,291400
19-02-2024,46535.5,46535.5,46717.39844,46317.69922,46554.89844,158400
20-02-2024,47094.19922,47094.19922,47136.75,46367.80078,46444.89844,171900
21-02-2024,47019.69922,47019.69922,47363.39844,46886.94922,47363.39844,198900
22-02-2024,46919.80078,46919.80078,47024.05078,46426.85156,46934.55078,177200
23-02-2024,46811.75,46811.75,47245.35156,46723.14844,47060.69922,200500
26-02-2024,46576.5,46576.5,46893.14844,46513.55078,46615.85156,223700
27-02-2024,46588.05078,46588.05078,46722.25,46324.89844,46480.19922,157300
28-02-2024,45963.14844,45963.14844,46754.55078,45852.55078,46640.89844,167300
29-02-2024,46120.89844,46120.89844,46329.64844,45661.75,45881.44922,544700
01-03-2024,47286.89844,47286.89844,47342.25,46218,46218,172500
04-03-2024,47456.10156,47456.10156,47529.60156,47191.64844,47318.5,158100
05-03-2024,47581,47581,47737.85156,47196.75,47265.69922,176900
06-03-2024,47965.39844,47965.39844,48161.25,47442.25,47451.64844,301700
07-03-2024,47835.80078,47835.80078,48071.69922,47747.19922,48035.80078,146300
11-03-2024,47327.85156,47327.85156,47853.80078,47230.64844,47792.19922,204200
12-03-2024,47282.39844,47282.39844,47812.75,46884.44922,47351.35156,207200
13-03-2024,46981.30078,46981.30078,47468.69922,46842.14844,47341.14844,274600
14-03-2024,46789.94922,46789.94922,47231.5,46565.55078,46825.75,220400
15-03-2024,46594.10156,46594.10156,46802.55078,46310.5,46572.10156,339300
18-03-2024,46575.89844,46575.89844,46739.25,46022.14844,46458.75,151300
19-03-2024,46384.80078,46384.80078,46602.35156,46258.75,46421.89844,147100
20-03-2024,46310.89844,46310.89844,46655.55078,45828.80078,46392.89844,210400
21-03-2024,46684.89844,46684.89844,46990.25,46570.14844,46674.85156,150400
22-03-2024,46863.75,46863.75,46974.14844,46566.80078,46634.89844,172200
26-03-2024,46600.19922,46600.19922,46788.35156,46529.05078,46552.94922,171700
27-03-2024,46785.94922,46785.94922,46956.10156,46643.44922,46643.44922,285100
28-03-2024,47124.60156,47124.60156,47440.44922,46827.85156,46827.85156,348000
01-04-2024,47578.25,47578.25,47646.80078,47373.10156,47391.05078,134089400
02-04-2024,47545.44922,47545.44922,47707.35156,47408.55078,47490.75,183400
03-04-2024,47624.25,47624.25,47676.94922,47279.80078,47350.25,283800
04-04-2024,48060.80078,48060.80078,48254.64844,47712.69922,48086.19922,324300
05-04-2024,48493.05078,48493.05078,48557.39844,47894.5,48104.64844,214300
08-04-2024,48581.69922,48581.69922,48716.94922,48424.64844,48586.75,263400
09-04-2024,48730.55078,48730.55078,48960.75,48568.25,48810.80078,147600
10-04-2024,48986.60156,48986.60156,49057.39844,48669.25,48879.55078,247100
12-04-2024,48564.55078,48564.55078,48882.64844,48477.55078,48671.19922,208000
15-04-2024,47773.25,47773.25,48255.5,47725.80078,48057.5,197100
16-04-2024,47484.80078,47484.80078,47609,47316.55078,47436.69922,186100
18-04-2024,47069.44922,47069.44922,47829.75,46982.14844,47592.69922,186400
19-04-2024,47574.14844,47574.14844,47668.69922,46579.05078,46744.94922,164600
22-04-2024,47924.89844,47924.89844,48146.30078,47628.44922,48145.69922,177700
23-04-2024,47970.44922,47970.44922,48302.69922,47899.30078,48299.60156,141100
24-04-2024,48189,48189,48246.19922,48028.69922,48120.89844,112200
25-04-2024,48494.94922,48494.94922,48625.44922,47737.19922,47772.64844,337400
26-04-2024,48201.05078,48201.05078,48679.64844,48088.25,48660,208100
29-04-2024,49424.05078,49424.05078,49473.60156,48342.69922,48359.89844,327100
30-04-2024,49396.75,49396.75,49974.75,49249.89844,49477.10156,402900
02-05-2024,49231.05078,49231.05078,49529.35156,49123.60156,49262,291900
03-05-2024,48923.55078,48923.55078,49607.75,48659.69922,49375.05078,223000
06-05-2024,48895.30078,48895.30078,49252.64844,48784,49174.55078,340200
07-05-2024,48285.35156,48285.35156,49023.5,48213.75,48965.05078,230300
08-05-2024,48021.10156,48021.10156,48223.05078,47851.14844,48124.19922,286000
09-05-2024,47487.89844,47487.89844,48258.64844,47440.64844,47976.35156,272900
10-05-2024,47421.10156,47421.10156,47868.69922,47313.35156,47555.5,218900
13-05-2024,47754.10156,47754.10156,47841.60156,46983.25,47389.80078,220900
14-05-2024,47859.44922,47859.44922,47937.25,47607.85156,47748.85156,152000
15-05-2024,47687.44922,47687.44922,47957.19922,47534.5,47923.10156,188800
16-05-2024,47977.05078,47977.05078,48052.89844,47340.35156,47945.85156,219900
17-05-2024,48115.64844,48115.64844,48188.64844,47758.80078,47842.94922,143800
21-05-2024,48048.19922,48048.19922,48259.75,47927.10156,47927.10156,166800
22-05-2024,47781.94922,47781.94922,48114.05078,47435.25,48113.89844,204900
23-05-2024,48768.60156,48768.60156,48829.69922,47873.14844,47899.35156,184500
24-05-2024,48971.64844,48971.64844,49052.94922,48644.80078,48668,135000
27-05-2024,49281.80078,49281.80078,49688.85156,49051.25,49105.89844,226500
28-05-2024,49142.14844,49142.14844,49511.14844,49043.64844,49390.89844,155200
29-05-2024,48501.35156,48501.35156,49022.60156,48401.55078,48786.69922,183600
30-05-2024,48682.35156,48682.35156,49044.60156,48313.60156,48313.60156,151000
31-05-2024,48983.94922,48983.94922,49122.55078,48569.05078,48895.14844,303600
03-06-2024,50979.94922,50979.94922,51133.19922,50092.64844,50889.85156,453200
04-06-2024,46928.60156,46928.60156,50667.05078,46077.85156,50667.05078,653100
05-06-2024,49054.60156,49054.60156,49362.89844,46446.80078,47486.60156,546800
06-06-2024,49291.89844,49291.89844,49672.75,48906.75,49426.39844,250400
07-06-2024,49803.19922,49803.19922,49943.19922,49080.44922,49316.94922,170300
10-06-2024,49780.89844,49780.89844,50252.94922,49622.75,49808.14844,195800
11-06-2024,49705.75,49705.75,49970.30078,49530.44922,49751.19922,128500
12-06-2024,49895.10156,49895.10156,50233.39844,49697.35156,49857.44922,211700
13-06-2024,49846.69922,49846.69922,50186.44922,49799.64844,50179,125700
14-06-2024,50002,50002,50102.60156,49693.35156,49993.94922,155000
18-06-2024,50440.89844,50440.89844,50562.14844,49900.19922,50194.35156,189200
19-06-2024,51398.05078,51398.05078,51957,50441.75,50607.89844,435300
20-06-2024,51783.25,51783.25,51842.19922,51281.5,51712.89844,235900
21-06-2024,51661.44922,51661.44922,51934.35156,51224.94922,51927.30078,289400
24-06-2024,51703.94922,51703.94922,51783.94922,51138.89844,51280.25,176600
25-06-2024,52606,52606,52746.5,51747.64844,51759.44922,204000
26-06-2024,52870.5,52870.5,52988.30078,52373.69922,52653.19922,214300
27-06-2024,52811.30078,52811.30078,53180.75,52639,52980.30078,332900
28-06-2024,52342.25,52342.25,53030.30078,52242.30078,52874.94922,244600
01-07-2024,52574.75,52574.75,52656.14844,52166.05078,52351.14844,0
02-07-2024,52168.10156,52168.10156,52828.44922,51996.64844,52793.75,0
03-07-2024,53089.25,53089.25,53256.69922,52482.64844,52872.30078,0
04-07-2024,53103.69922,53103.69922,53357.69922,52815.89844,53357.69922,163700
05-07-2024,52660.35156,52660.35156,52817.85156,52290.05078,52560.10156,199600
08-07-2024,52425.80078,52425.80078,52710.80078,52246.69922,52533.10156,158000
09-07-2024,52568.80078,52568.80078,52626.60156,52292.94922,52390.5,145100
10-07-2024,52189.30078,52189.30078,52528.80078,52075.39844,52528.80078,228000
11-07-2024,52270.64844,52270.64844,52400.30078,51749.44922,52316.89844,138300
12-07-2024,52278.89844,52278.89844,52794.55078,52171.14844,52272.64844,171000
15-07-2024,52455.89844,52455.89844,52662.25,52154,52330.05078,186100
16-07-2024,52396.80078,52396.80078,52619.05078,52331.60156,52466.69922,158800
18-07-2024,52620.69922,52620.69922,52782.75,52168.64844,52215.05078,139400
19-07-2024,52265.60156,52265.60156,52586.75,52146.30078,52531.55078,134100
22-07-2024,52280.39844,52280.39844,52427,51874.55078,52145.60156,175300
23-07-2024,51778.30078,51778.30078,52547.55078,51342.64844,52511,207800
24-07-2024,51317,51317,51944.64844,50784.25,51657.64844,292200
25-07-2024,50888.75,50888.75,51006.10156,50559.89844,50762.30078,188400
26-07-2024,51295.94922,51295.94922,51398.60156,50438.30078,50456.10156,215700
29-07-2024,51406.25,51406.25,52340.25,51186.94922,51546.64844,513700
30-07-2024,51499.30078,51499.30078,51957.75,51260.05078,51383.89844,235200
31-07-2024,51553.39844,51553.39844,51663.10156,51335.69922,51583.44922,219000
01-08-2024,51564,51564,51877.14844,51456.19922,51672.60156,156400
02-08-2024,51350.14844,51350.14844,51608.69922,51087.85156,51172.25,163000
05-08-2024,50092.10156,50092.10156,50747.55078,49719.10156,50586.25,257800
06-08-2024,49748.30078,49748.30078,50688.80078,49659.05078,50436.89844,162800
07-08-2024,50119,50119,50292.44922,49782.19922,50286.19922,171000
08-08-2024,50156.69922,50156.69922,50440.75,49829.60156,50051.89844,124800
09-08-2024,50484.5,50484.5,50707.75,50386.44922,50612.10156,120200
12-08-2024,50577.94922,50577.94922,50830.69922,50149.25,50412.60156,163500
13-08-2024,49831.85156,49831.85156,50559.25,49785.10156,50395.35156,148900
14-08-2024,49727.30078,49727.30078,49959.25,49654.64844,49887.14844,137100
16-08-2024,50516.89844,50516.89844,50603.39844,49806.05078,50133,130700
19-08-2024,50368.35156,50368.35156,50728.25,50283.55078,50683.55078,115300
20-08-2024,50803.14844,50803.14844,51025.60156,50398.60156,50417.25,144200
21-08-2024,50685.55078,50685.55078,50772.44922,50333.35156,50666.64844,180800
22-08-2024,50985.69922,50985.69922,51080,50794.44922,50894.80078,133100
23-08-2024,50933.44922,50933.44922,51117.85156,50856.69922,51040.05078,88500
26-08-2024,51148.10156,51148.10156,51317.85156,51061.55078,51100.64844,100300
27-08-2024,51278.75,51278.75,51404.69922,50938.10156,51214.05078,111400
28-08-2024,51143.85156,51143.85156,51260.75,51033.69922,51208.94922,128100
